"course_title","price","num_subscribers","num_reviews","num_lectures","content_duration","is_paid.f","level.f","subject.f"
"Trading con retrocesos de Fibonacci",25,14,4,15,2.5,"True","All Levels","Business Finance"
"Mit Finanzwissen zu besserem Unternehmertum",50,49,3,23,3,"True","Beginner Level","Business Finance"
"Como hacer empresa en 10 sesiones prácticas",20,11,2,10,0.5,"True","Intermediate Level","Business Finance"
"المحاسبة للإداريين و غير المحاسبين",20,9,3,17,0.716666666666667,"True","Beginner Level","Business Finance"
"株式投資で本当のファンダメンタル分析ができるようになる",20,91,7,30,2,"True","All Levels","Business Finance"
"Curso de Trading práctico basado en casos reales",20,44,6,55,10,"True","All Levels","Business Finance"
"Curso Avanzado de Trading",125,106,11,100,20.5,"True","All Levels","Business Finance"
"สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย",0,2079,258,25,2,"False","All Levels","Business Finance"
"MQL4 Tutorial Golden Goose",20,135,5,12,1.5,"True","Beginner Level","Business Finance"
"Análise de Concessão de Crédito",20,31,11,20,10.5,"True","All Levels","Business Finance"
"Technical Analysis Using Elliott Wave Theory",60,217,7,16,1,"True","All Levels","Business Finance"
"The Basics Of Volume Analysis",60,611,57,13,1.5,"True","All Levels","Business Finance"
"Crash Course on Cost of Capital and Capital Structuring",0,5007,41,19,3,"False","All Levels","Business Finance"
"Business Accounting Made Easy",50,1168,5,26,5.5,"True","Beginner Level","Business Finance"
"Build a DCF Model from Scratch",0,4653,395,5,0.516666666666667,"False","All Levels","Business Finance"
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",0,3035,12,14,1.5,"False","All Levels","Business Finance"
"Technical Analysis - A practical approach for trade entry",60,454,52,15,2,"True","Expert Level","Business Finance"
"Mastering Technical Analysis : Maximizing Trading Profits",60,325,14,62,5,"True","All Levels","Business Finance"
"The Complete Guide to Professional Trading with Elliott Wave",115,228,49,43,4.5,"True","All Levels","Business Finance"
"A Complete Guide to Becoming a Trader on the Forex Market",25,562,11,15,1,"True","All Levels","Business Finance"
"Stock Market for Beginners - Complete Starter Toolkit",120,577,45,82,6.5,"True","Intermediate Level","Business Finance"
"Beginners Binary Options Course",0,10540,799,14,1.5,"False","Beginner Level","Business Finance"
"Technical Analysis 101: Secrets of Trading Revealed",150,912,27,81,2.5,"True","All Levels","Business Finance"
"Forex: What's a Trend and When it is Strong and Reliable",0,2955,43,30,2,"False","Intermediate Level","Business Finance"
"Volatility Trading Analysis with R",50,190,13,45,6,"True","Expert Level","Business Finance"
"How To Profit From Stock Market Volatility",0,1736,36,11,0.6,"False","All Levels","Business Finance"
"Awaken the Accountant in You | Master the Accounting Basics",35,1135,10,16,1.5,"True","Beginner Level","Business Finance"
"WE WILL PAY YOU TO TRADE WITH US",20,2101,51,11,2,"True","All Levels","Business Finance"
"Situational Trading: Proven Option Strategy for any Scenario",200,1048,11,16,1.5,"True","All Levels","Business Finance"
"Portfolio Management for CA / CS / CFA exams",20,1740,5,8,1,"True","All Levels","Business Finance"
"Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance)",20,1749,41,21,1,"True","All Levels","Business Finance"
"Finding an Unlimited Amount of Investors",80,1187,6,6,0.7,"True","All Levels","Business Finance"
"Bookkeeping Made Easy",70,1263,21,18,1.5,"True","Beginner Level","Business Finance"
"BITCOIN VISUALLY. Part I.",50,115,6,31,4,"True","Beginner Level","Business Finance"
"Learn and Master the Basics of Finance",20,43,17,39,3,"True","Beginner Level","Business Finance"
"FOREX : LearnTo Trade the Improved ( Advanced ) Patterns",75,55,2,27,5.5,"True","All Levels","Business Finance"
"Mastering the Market : (Technical Analysis + Candlestick)",90,18,7,97,7,"True","All Levels","Business Finance"
"Mastering Countertrend Trading : High Profit Trading Pattern",40,14,5,11,1,"True","All Levels","Business Finance"
"Exam 1 Review - Managerial Accounting (U of H)",30,47,9,22,2,"True","Beginner Level","Business Finance"
"* An Integrated Approach to the Fundamentals of Accounting",200,134,14,123,5.5,"True","All Levels","Business Finance"
"Get to grips with the CFA calculator",20,153,8,14,1.5,"True","All Levels","Business Finance"
"Financial Model Fundamentals-Learn the Essential Skills",75,47,5,27,2.5,"True","All Levels","Business Finance"
"Forex: Economic News Trading",25,42,14,11,0.683333333333333,"True","All Levels","Business Finance"
"Analyze Real Estate Investments | Financial Modeling",20,120,18,21,2,"True","All Levels","Business Finance"
"Forex For Beginners - A Guide To Currency Trading",20,68,10,23,0.5,"True","Beginner Level","Business Finance"
"Raise Your Credit Score to 800 Or More....",50,844,33,40,2,"True","All Levels","Business Finance"
"Financial Management Budgeting Techniques",20,2045,3,10,2,"True","All Levels","Business Finance"
"Forex Killing Divergence - How to trade with precision",20,1168,38,11,0.683333333333333,"True","All Levels","Business Finance"
"Working Capital Management for CA / CFA / CPA Exams",25,2342,9,33,3.5,"True","Intermediate Level","Business Finance"
"Risk Analysis - Capital Budgeting for CA / CS / CFA exams",20,2268,4,47,5.5,"True","All Levels","Business Finance"
"Corporate Finance 101: Financial Statement Analysis & Ratios",50,967,16,43,8,"True","All Levels","Business Finance"
"Mastering Futures Options for Beginners - Your Top 5 Plays!",200,1185,10,33,2.5,"True","Beginner Level","Business Finance"
"Professional Options Trading, Simplified",200,631,49,21,2,"True","All Levels","Business Finance"
"Advanced Options Concepts - Probability, Greeks, Simulation",60,968,81,10,2,"True","Intermediate Level","Business Finance"
"Accounting Basics - A Complete Study",180,1132,70,332,29,"True","All Levels","Business Finance"
"Case Studies in Macro Economics",50,114,1,22,4,"True","Beginner Level","Business Finance"
"My Forex Strategy that win consistently over and over",200,204,23,9,1.5,"True","Intermediate Level","Business Finance"
"Understand Banks & Financial Markets ",30,1548,24,34,3,"True","All Levels","Business Finance"
"Stock Technical Analysis with Python",50,409,35,46,8,"True","All Levels","Business Finance"
"How to Become an Accountant from scratch!",40,1169,7,15,3,"True","Beginner Level","Business Finance"
"How to invest in Gold",50,249,14,39,2.5,"True","Beginner Level","Business Finance"
"Automate Your Finances",20,690,17,21,1,"True","Beginner Level","Business Finance"
"MBA Accounting and Finance for Managers(Paper MS04 of IGNOU)",150,1340,4,272,26,"True","All Levels","Business Finance"
"Accounting Made Easy: A Quick Guide to Financial Accounting",95,274,41,18,1.5,"True","All Levels","Business Finance"
"Futures/Commodity Training (Basics)",0,4863,202,6,1.5,"False","Beginner Level","Business Finance"
"Cost Accounting Marginal Costing Theory and Practice",20,1923,4,31,2.5,"True","All Levels","Business Finance"
"The Big Volatility Short: The Best Trade On Wall Street!",200,224,35,16,1.5,"True","All Levels","Business Finance"
"Master Finance in Three Hours",20,721,12,29,3,"True","Beginner Level","Business Finance"
"Learn Options on Futures for Hedging Options and Stocks",60,51,2,6,0.7,"True","Expert Level","Business Finance"
"Option selling trading as income source. Beginners friendly",195,1276,46,61,6,"True","All Levels","Business Finance"
"Introduction to Value Growth Investing",0,2768,83,10,1,"False","All Levels","Business Finance"
"Become A Forex Trader - Forex trading like a professional",0,1735,31,19,2.5,"False","All Levels","Business Finance"
"Hedge Fund Trading System",0,8985,584,12,1,"False","All Levels","Business Finance"
"Bulletproof Personal Finance: Expert Asset Allocation",45,1119,22,18,1,"True","All Levels","Business Finance"
"Financial Accounting: The Complete Introductory Crash Course",100,2591,44,69,10,"True","All Levels","Business Finance"
"Learn About Trading Options from a real wallstreet trader",20,1046,17,12,1,"True","All Levels","Business Finance"
"Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams",20,2239,4,7,1,"True","All Levels","Business Finance"
"How to Build a Massive Stock Portfolio from Zero!",200,1882,51,129,11,"True","All Levels","Business Finance"
"Introductory Forex Trading Course",0,5931,158,15,3.5,"False","Beginner Level","Business Finance"
"Budgeting Hacks to Build Wealth!",0,4931,154,7,0.533333333333333,"False","Beginner Level","Business Finance"
"Accounting and Finance for Bankers - A Comprehensive Study",180,3056,9,316,24.5,"True","All Levels","Business Finance"
"Forex Prep Academy for Beginners-Real trades!",75,1303,21,44,3,"True","Beginner Level","Business Finance"
"Accounting for Deferred Taxes (Professional Course Level)",25,2924,6,11,1.5,"True","All Levels","Business Finance"
"TRADING TRUTHS",50,1405,14,27,2,"True","All Levels","Business Finance"
"The Binary Institute - Introductory Course in Binary Options",0,1121,12,6,1,"False","All Levels","Business Finance"
"Forex Trading vs Option Trading",95,1776,14,29,2.5,"True","All Levels","Business Finance"
"How to Invest in Stocks + Billionaire Investing Tips",40,1643,18,19,2,"True","All Levels","Business Finance"
"Value Investing For Beginners",100,801,48,25,2.5,"True","Beginner Level","Business Finance"
"TRADING TACTICS",145,951,25,62,6,"True","All Levels","Business Finance"
"MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4",30,1278,33,23,0.716666666666667,"True","Beginner Level","Business Finance"
"Ultimate Retirement: Build Your Own Dynamic Retirement Plan",50,1184,15,37,6,"True","All Levels","Business Finance"
"build a solid foundation for trading options",20,1115,8,8,1,"True","All Levels","Business Finance"
"Forex Scam: Avoid the scam today",20,1086,27,28,2,"True","All Levels","Business Finance"
"Cost Accounting Crash Course",20,3730,11,17,2.5,"True","All Levels","Business Finance"
"Option Trading for Rookies: Basic Option Strategies",95,810,27,61,2.5,"True","All Levels","Business Finance"
"Business Analysis:  Working with Use Cases",90,2338,224,5,1.5,"True","All Levels","Business Finance"
"Learn to Raise the Funds You Need via Crowdfunding",20,3403,29,70,8,"True","All Levels","Business Finance"
"Business finances",75,4695,7,20,1,"True","Beginner Level","Business Finance"
"Financial Accounting - A Brief Introduction",0,17847,1440,17,1,"False","Beginner Level","Business Finance"
"Trading Economic Indicators - Complete Trading System",50,2692,25,25,1.5,"True","Beginner Level","Business Finance"
"Foundation of Options Trading and Investing",20,6374,21,14,1,"True","All Levels","Business Finance"
"Option Trading - How To Earn If You Can't Predict The Market",145,2305,19,30,1.5,"True","All Levels","Business Finance"
"The Financial Analyst Skills Training (FAST) course 2017",100,589,31,138,10,"True","All Levels","Business Finance"
"Covered Calls - Powerful Income Strategy for Stock Traders",60,22,0,8,1,"True","Beginner Level","Business Finance"
"Accounting 1 Simplified for You",45,2490,95,13,3,"True","Beginner Level","Business Finance"
"[Value Investing] Where White People Keep Their Money",200,2715,70,20,4,"True","Expert Level","Business Finance"
"How to Start Investing: Made Simple and Easy",200,1506,12,12,1,"True","All Levels","Business Finance"
"Basics of Commerce A Complete Study",150,2197,4,105,5.5,"True","All Levels","Business Finance"
"The Passive Investing Blueprint - Build Wealth Passively",200,338,32,66,3.5,"True","All Levels","Business Finance"
"7 Steps: Your Introduction to Trading",25,1076,22,176,5,"True","Beginner Level","Business Finance"
"Forex - Elliott Wave Theory with Fibonacci. ",20,2769,54,32,1.5,"True","All Levels","Business Finance"
"The Actuarial Profession: Basic Sciences and Principles",25,1531,6,7,0.583333333333333,"True","Beginner Level","Business Finance"
"Investing in stocks: Avoid stock market loss",125,1136,12,13,1,"True","Beginner Level","Business Finance"
"QuickBooks Online: Complete Guide & Certification tips",50,2187,218,91,13,"True","All Levels","Business Finance"
"Build Financial Models & Value Companies The Easy Way",20,1609,137,18,1,"True","All Levels","Business Finance"
"Adventure Capital: How to pay off debt ",20,2895,56,14,1,"True","Beginner Level","Business Finance"
"Chart Patterns Trading Demystified",200,1023,8,29,2.5,"True","All Levels","Business Finance"
"Financial Planning & Analysis: Building a Company's Budget",150,1988,137,27,1.5,"True","All Levels","Business Finance"
"Simple things you must know before start FOREX (OFFER)",200,1053,20,15,0.733333333333333,"True","Beginner Level","Business Finance"
"Practical Finance",20,4497,281,11,1,"True","All Levels","Business Finance"
"Forex Trading: Comprehensive & Concise Forex Trading Course",160,2379,33,44,3.5,"True","All Levels","Business Finance"
"Leaps Options Trading System - Diagonal Leaps Options Spread",200,993,19,16,1,"True","All Levels","Business Finance"
"Finance - Ratios Analysis & Interpretations",30,10338,52,41,2.5,"True","Beginner Level","Business Finance"
"Forex Trading -  Learn to Trade From Scratch!",20,1423,103,37,1.5,"True","Beginner Level","Business Finance"
"Technical Analysis tools for Stocks and Options trading",40,3555,89,11,1.5,"True","All Levels","Business Finance"
"Quantitative Trading Analysis with R",50,567,40,53,7.5,"True","All Levels","Business Finance"
"Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours)",200,1085,17,48,6,"True","All Levels","Business Finance"
"Get Started With Penny Stocks -Step by Step Guide to Trading",200,7159,61,18,2,"True","All Levels","Business Finance"
"CPA 101: How To Master Affiliate Marketing In No Time",100,11517,92,21,1.5,"True","All Levels","Business Finance"
"Corporate Internal Controls and Fraud Controls",50,1,0,12,2,"True","Intermediate Level","Business Finance"
"Forex trading tactics, that work!",20,10,1,5,0.6,"True","Beginner Level","Business Finance"
"Professional Risk Manager (PRM) Certification: Level 2",50,41,1,55,7.5,"True","All Levels","Business Finance"
"Trading Options Basics",200,8,0,8,1.5,"True","Beginner Level","Business Finance"
