"Name","Rating","Tags","Difficulty.f"
"Proactive Computer Security","4.6","['Information Technology', 'Security']","Beginner Level"
"Fundraising and Development Foundations","4.6","['Business', 'Business Strategy']","Beginner Level"
"Fundamentos de Finanzas Empresariales","4.8","['Business', 'Finance']","Beginner Level"
"Financial Planning for Young Adults","4.5","['Business', 'Finance']","Beginner Level"
"Inteligencia artificial: Proyecto final","None","['Computer Science', 'Algorithms']","None"
"The Challenges of Global Health","4.8","['Health', 'Public Health']","Beginner Level"
"Cameras, Exposure, and Photography","4.7","['Arts and Humanities', 'Music and Art']","None"
"Основы проектирования приложений интернета вещей","4","['Computer Science', 'Software Development']","Intermediate Level"
"Capitalismo Consciente","4.5","['Business', 'Business Strategy']","None"
"Doing Business in China Capstone","4.3","['Business', 'Business Strategy']","Beginner Level"
"Systems and Application Security","4.7","['Information Technology', 'Security']","Beginner Level"
"The Language and Tools of Financial Analysis","4.6","['Business', 'Finance']","None"
"Data for Machine Learning","4.7","['Data Science', 'Machine Learning']","Intermediate Level"
"Mathematics for Computer Science","4.3","['Math and Logic', 'Math and Logic']","Beginner Level"
"Protists: Evolution and Ecology of Microbial Eukaryotes","4.8","['Health', 'Basic Science']","Intermediate Level"
"Solving Algorithms for Discrete Optimization","5","['Computer Science', 'Software Development']","Intermediate Level"
"Leadership Through Social Influence","4.6","['Business', 'Leadership and Management']","None"
"Entender el diseño","4.7","['Business', 'Business Essentials']","None"
"Project: Predict Sales Revenue with scikit-learn","4.1","['Data Science', 'Machine Learning']","Beginner Level"
"Protecting the World: Introducing Corrosion Science and Engineering","4.8","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Confronting Gender Based Violence: Global Lessons for Healthcare Workers","4.8","['Health', 'Public Health']","Beginner Level"
"Building Scalable Java Microservices with Spring Boot and Spring Cloud","4.3","['Computer Science', 'Software Development']","Intermediate Level"
"Bayesian Statistics","3.9","['Data Science', 'Data Analysis']","Intermediate Level"
"Diseño de videojuegos","4.5","['Computer Science', 'Design and Product']","None"
"Drugs, drug use, drug policy and health ","4.8","['Health', 'Public Health']","Beginner Level"
"Making Your First Virtual Reality Game","4.6","['Computer Science', 'Design and Product']","Intermediate Level"
"Data Analytics Foundations for Accountancy II","4.7","['Data Science', 'Data Analysis']","None"
"Serverless Machine Learning con TensorFlow en GCP","4.7","['Data Science', 'Machine Learning']","Intermediate Level"
"Strategic management: Be competitive","5","['Business', 'Business Strategy']","Beginner Level"
"Працюйте розумніше, а не більше: управління часом для особистої та професійної продуктивності","4.5","['Business', 'Business Essentials']","None"
"Aspectos fundamentales de la gerencia","4.6","['Personal Development', 'Personal Development']","None"
"Fundamentos de la escritura académica","4.5","['Social Sciences', 'Education']","Beginner Level"
"Structuring Values in Modern China","None","['Arts and Humanities', 'History']","None"
"Introducción a la programación en Python I: Aprendiendo a programar con Python","4.5","['Computer Science', 'Software Development']","Beginner Level"
"Essential Cloud Infrastructure: Core Services dalam bahasa Indonesia","4.9","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Career Brand Development and Self-Coaching","4.3","['Personal Development', 'Personal Development']","None"
"How to Make a Comic Book (Project-Centered Course)","4.6","['Arts and Humanities', 'Music and Art']","None"
"Convolutional Neural Networks","4.9","['Data Science', 'Machine Learning']","Intermediate Level"
"Device-based Models with TensorFlow Lite","4.5","['Computer Science', 'Software Development']","Intermediate Level"
"Securing Investment Returns in the Long Run","4.7","['Business', 'Finance']","None"
"Motion Planning for Self-Driving Cars","4.8","['Computer Science', 'Software Development']","Advanced Level"
"Administración financiera y su función en la empresa","4.8","['Business', 'Finance']","Intermediate Level"
"Entrepreneurial Strategic Management","4.4","['Business', 'Entrepreneurship']","None"
"Sistemas operativos y tú: Convertirse en un usuario avanzado","4.9","['Information Technology', 'Support and Operations']","Beginner Level"
"Я говорю по-русски/ I speak Russian","4.7","['Language Learning', 'Other Languages']","Intermediate Level"
"Introduction to Cisco Networking","4.8","['Information Technology', 'Networking']","Beginner Level"
"An Introduction to Consumer Neuroscience & Neuromarketing","4.7","['Business', 'Leadership and Management']","Beginner Level"
"Privacy Law and HIPAA","None","['Business', 'Business Essentials']","None"
"Essential Cloud Infrastructure: Core Services em Português Brasileiro","4.9","['Information Technology', 'Cloud Computing']","Intermediate Level"
"The Bilingual Brain","4.6","['Health', 'Psychology']","None"
"Data Structures and Algorithms (III)","None","['Computer Science', 'Algorithms']","Intermediate Level"
"La Solución del Conflicto Ético","4.6","['Health', 'Public Health']","None"
"Graphic Design","4.7","['Business', 'Business Essentials']","Beginner Level"
"Cloud Computing Concepts, Part 1","4.5","['Computer Science', 'Algorithms']","Beginner Level"
"The Horse Course: Introduction to Basic Care and Management","4.9","['Health', 'Animal Health']","None"
"Manufacturing Process with Autodesk Fusion 360","4.5","['Physical Science and Engineering', 'Mechanical Engineering']","Advanced Level"
"Fitting Statistical Models to Data with Python","4.4","['Data Science', 'Probability and Statistics']","Intermediate Level"
"Introduction to iOS App Development with Swift 5","4.6","['Computer Science', 'Software Development']","Intermediate Level"
"Gestão para a Aprendizagem: Módulo Gestão Estratégica","4.7","['Social Sciences', 'Education']","None"
"Relational database systems","4","['Data Science', 'Data Analysis']","Intermediate Level"
"Responsive Web Design","4.6","['Computer Science', 'Mobile and Web Development']","None"
"Accounting for Decision Making","4.8","['Business', 'Finance']","Intermediate Level"
"Welcome to Game Theory","4.7","['Social Sciences', 'Economics']","Beginner Level"
"Inglés Empresarial: Proyecto Final","4.5","['Language Learning', 'Learning English']","None"
"High Level Biocontainment for Healthcare Facilities","4.6","['Health', 'Public Health']","Intermediate Level"
"Security and Privacy for Big Data - Part 1","4.7","['Information Technology', 'Security']","Beginner Level"
"Databases and SQL for Data Science","4.7","['Data Science', 'Data Analysis']","Beginner Level"
"The Sun and the Total Eclipse of August 2017","4.6","['Physical Science and Engineering', 'Physics and Astronomy']","Beginner Level"
"Chinese for HSK 6","None","['Language Learning', 'Other Languages']","Advanced Level"
"Business Analytics and Digital Media","4.2","['Data Science', 'Data Analysis']","Beginner Level"
"Анализ данных: финальный проект","4.7","['Data Science', 'Data Analysis']","Advanced Level"
"Introduction to Reproduction","4.6","['Health', 'Basic Science']","None"
"Reliable Cloud Infrastructure: Design and Process em Português Brasileiro","5","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Content Strategy for Professionals: Managing Content","4.6","['Business', 'Marketing']","None"
"Advanced Grammar & Punctuation Project","4.3","['Language Learning', 'Learning English']","Advanced Level"
"Health Care Delivery in Healthcare Organizations","4.6","['Health', 'Healthcare Management']","Beginner Level"
"Foundations of Teaching for Learning Capstone: The Reflective Practitioner","4.3","['Social Sciences', 'Education']","None"
"Marketing: Customer Needs and Wants","4.4","['Business', 'Business Strategy']","None"
"Modern Robotics, Course 2:  Robot Kinematics","4.9","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Corrección, estilo y  variaciones de la lengua española","4.6","['Language Learning', 'Other Languages']","Beginner Level"
"Introduction to Operations Management","4.5","['Business', 'Leadership and Management']","None"
"Desarrollo de Aplicaciones Web: Conceptos Básicos","4.5","['Computer Science', 'Mobile and Web Development']","None"
"High Performance Collaboration: Leadership, Teamwork, and Negotiation","4.8","['Business', 'Leadership and Management']","None"
"Industrial IoT on Google Cloud Platform","4.6","['Computer Science', 'Software Development']","Beginner Level"
"Cultural and creative industries","4.2","['Arts and Humanities', 'History']","None"
"Introduction to Corporate Finance","4.6","['Business', 'Finance']","None"
"Cryptography: Boolean functions and related problems","None","['Information Technology', 'Security']","Advanced Level"
"Introducción al estudio de los bienes comunes","4.8","['Social Sciences', 'Governance and Society']","Beginner Level"
"Corporate Strategy","4.8","['Business', 'Business Strategy']","Beginner Level"
"Moralities of Everyday Life","4.8","['Health', 'Psychology']","None"
"Digital Transformation","4.8","['Business', 'Leadership and Management']","Beginner Level"
"Confronting The Big Questions: Highlights of Modern Astronomy","4.6","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"L'impact investing : innover","4.6","['Business', 'Entrepreneurship']","None"
"Global sustainability and corporate social responsibility: Be sustainable","4.8","['Business', 'Business Strategy']","Beginner Level"
"Liderazgo Instruccional: Perspectiva Global y Prácticas Locales","4.7","['Personal Development', 'Personal Development']","None"
"The fundamentals of hotel distribution","4.7","['Business', 'Business Strategy']","None"
"Training and Learning Programs for Volunteer Community Health Workers","4.9","['Health', 'Public Health']","Beginner Level"
"Teaching Popular Music in the Classroom","None","['Social Sciences', 'Education']","Intermediate Level"
"The Cycle: Management of Successful Arts and Cultural Organizations","4.8","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Feature Engineering","4.5","['Data Science', 'Machine Learning']","Intermediate Level"
