"Name","Rating","Difficulty_None","Difficulty_Beginner Level","Difficulty_Intermediate Level","Difficulty_Advanced Level","Tags"
"Frontières en tous genres","4.9",0,1,0,0,"['Social Sciences', 'Education']"
"Репродуктивное здоровье женщины и безопасная беременность","4.9",0,1,0,0,"['Health', 'Patient Care']"
"C for Everyone: Programming Fundamentals","4.4",0,1,0,0,"['Computer Science', 'Software Development']"
"Sampling People, Networks and Records","4.5",0,1,0,0,"['Health', 'Psychology']"
"Кинематика","4.9",0,1,0,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Creative Thinking: Techniques and Tools for Success","None",0,1,0,0,"['Personal Development', 'Personal Development']"
"Intel® Network Academy - Network Transformation 102","4.4",0,1,0,0,"['Information Technology', 'Networking']"
"Guitar Scales and Chord Progressions","4.7",0,0,1,0,"['Arts and Humanities', 'Music and Art']"
"Interpersonal Communication for Engineering Leaders","4.7",1,0,0,0,"['Business', 'Leadership and Management']"
"Fundamentals of Project Planning and Management","4.7",0,1,0,0,"['Business', 'Business Essentials']"
"Understanding Plants - Part II: Fundamentals of Plant Biology","4.8",0,0,1,0,"['Health', 'Basic Science']"
"International Travel Preparation, Safety, & Wellness","4.7",0,1,0,0,"['Personal Development', 'Personal Development']"
"Genomics for Law","4.8",0,1,0,0,"['Social Sciences', 'Law']"
"Simulation Skills: This is Your Brain on the Future","4.8",0,1,0,0,"['Business', 'Business Essentials']"
"Agile with Atlassian Jira","4.7",0,1,0,0,"['Computer Science', 'Software Development']"
"Questionnaire Design for Social Surveys","4.4",1,0,0,0,"['Health', 'Psychology']"
"Data Structures and Algorithms (I)","None",0,0,1,0,"['Computer Science', 'Algorithms']"
"Projeto Aplicado - Introdução a Gestão de Projetos","4.9",1,0,0,0,"['Business', 'Leadership and Management']"
"Clasificación de imágenes: ¿cómo reconocer el contenido de una imagen?","4.4",1,0,0,0,"['Computer Science', 'Algorithms']"
"Business Chinese 1 中级汉语 （上）","None",0,0,1,0,"['Language Learning', 'Other Languages']"
"China’s Economic Transformation Part 1: Economic Reform and Growth in China","4.8",1,0,0,0,"['Social Sciences', 'Economics']"
"Blockchain e Negócios: Aplicativos e Implicações","None",1,0,0,0,"['Business', 'Business Essentials']"
"Cartographie thématique","4.5",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Cybersecurity Compliance Framework & System Administration","4.7",1,0,0,0,"['Information Technology', 'Security']"
"Negociación 4.0","4.6",0,1,0,0,"['Business', 'Business Strategy']"
"La recherche documentaire","4.4",0,1,0,0,"['Personal Development', 'Personal Development']"
"Transmedia Writing","4.5",0,1,0,0,"['Arts and Humanities', 'History']"
"Proactive Computer Security","4.6",0,1,0,0,"['Information Technology', 'Security']"
"Fundraising and Development Foundations","4.6",0,1,0,0,"['Business', 'Business Strategy']"
"Fundamentos de Finanzas Empresariales","4.8",0,1,0,0,"['Business', 'Finance']"
"Financial Planning for Young Adults","4.5",0,1,0,0,"['Business', 'Finance']"
"Inteligencia artificial: Proyecto final","None",1,0,0,0,"['Computer Science', 'Algorithms']"
"The Challenges of Global Health","4.8",0,1,0,0,"['Health', 'Public Health']"
"Cameras, Exposure, and Photography","4.7",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Основы проектирования приложений интернета вещей","4",0,0,1,0,"['Computer Science', 'Software Development']"
"Capitalismo Consciente","4.5",1,0,0,0,"['Business', 'Business Strategy']"
"Doing Business in China Capstone","4.3",0,1,0,0,"['Business', 'Business Strategy']"
"Systems and Application Security","4.7",0,1,0,0,"['Information Technology', 'Security']"
"The Language and Tools of Financial Analysis","4.6",1,0,0,0,"['Business', 'Finance']"
"Data for Machine Learning","4.7",0,0,1,0,"['Data Science', 'Machine Learning']"
"Mathematics for Computer Science","4.3",0,1,0,0,"['Math and Logic', 'Math and Logic']"
"Protists: Evolution and Ecology of Microbial Eukaryotes","4.8",0,0,1,0,"['Health', 'Basic Science']"
"Solving Algorithms for Discrete Optimization","5",0,0,1,0,"['Computer Science', 'Software Development']"
"Leadership Through Social Influence","4.6",1,0,0,0,"['Business', 'Leadership and Management']"
"Entender el diseño","4.7",1,0,0,0,"['Business', 'Business Essentials']"
"Project: Predict Sales Revenue with scikit-learn","4.1",0,1,0,0,"['Data Science', 'Machine Learning']"
"Protecting the World: Introducing Corrosion Science and Engineering","4.8",0,0,1,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Confronting Gender Based Violence: Global Lessons for Healthcare Workers","4.8",0,1,0,0,"['Health', 'Public Health']"
"Building Scalable Java Microservices with Spring Boot and Spring Cloud","4.3",0,0,1,0,"['Computer Science', 'Software Development']"
"Bayesian Statistics","3.9",0,0,1,0,"['Data Science', 'Data Analysis']"
"Diseño de videojuegos","4.5",1,0,0,0,"['Computer Science', 'Design and Product']"
"Drugs, drug use, drug policy and health ","4.8",0,1,0,0,"['Health', 'Public Health']"
"Making Your First Virtual Reality Game","4.6",0,0,1,0,"['Computer Science', 'Design and Product']"
"Data Analytics Foundations for Accountancy II","4.7",1,0,0,0,"['Data Science', 'Data Analysis']"
"Serverless Machine Learning con TensorFlow en GCP","4.7",0,0,1,0,"['Data Science', 'Machine Learning']"
"Strategic management: Be competitive","5",0,1,0,0,"['Business', 'Business Strategy']"
"Працюйте розумніше, а не більше: управління часом для особистої та професійної продуктивності","4.5",1,0,0,0,"['Business', 'Business Essentials']"
"Aspectos fundamentales de la gerencia","4.6",1,0,0,0,"['Personal Development', 'Personal Development']"
"Fundamentos de la escritura académica","4.5",0,1,0,0,"['Social Sciences', 'Education']"
"Structuring Values in Modern China","None",1,0,0,0,"['Arts and Humanities', 'History']"
"Introducción a la programación en Python I: Aprendiendo a programar con Python","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Essential Cloud Infrastructure: Core Services dalam bahasa Indonesia","4.9",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Career Brand Development and Self-Coaching","4.3",1,0,0,0,"['Personal Development', 'Personal Development']"
"How to Make a Comic Book (Project-Centered Course)","4.6",1,0,0,0,"['Arts and Humanities', 'Music and Art']"
"Convolutional Neural Networks","4.9",0,0,1,0,"['Data Science', 'Machine Learning']"
"Device-based Models with TensorFlow Lite","4.5",0,0,1,0,"['Computer Science', 'Software Development']"
"Securing Investment Returns in the Long Run","4.7",1,0,0,0,"['Business', 'Finance']"
"Motion Planning for Self-Driving Cars","4.8",0,0,0,1,"['Computer Science', 'Software Development']"
"Administración financiera y su función en la empresa","4.8",0,0,1,0,"['Business', 'Finance']"
"Entrepreneurial Strategic Management","4.4",1,0,0,0,"['Business', 'Entrepreneurship']"
"Sistemas operativos y tú: Convertirse en un usuario avanzado","4.9",0,1,0,0,"['Information Technology', 'Support and Operations']"
"Я говорю по-русски/ I speak Russian","4.7",0,0,1,0,"['Language Learning', 'Other Languages']"
"Introduction to Cisco Networking","4.8",0,1,0,0,"['Information Technology', 'Networking']"
"An Introduction to Consumer Neuroscience & Neuromarketing","4.7",0,1,0,0,"['Business', 'Leadership and Management']"
"Privacy Law and HIPAA","None",1,0,0,0,"['Business', 'Business Essentials']"
"Essential Cloud Infrastructure: Core Services em Português Brasileiro","4.9",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"The Bilingual Brain","4.6",1,0,0,0,"['Health', 'Psychology']"
"Data Structures and Algorithms (III)","None",0,0,1,0,"['Computer Science', 'Algorithms']"
"La Solución del Conflicto Ético","4.6",1,0,0,0,"['Health', 'Public Health']"
"Graphic Design","4.7",0,1,0,0,"['Business', 'Business Essentials']"
"Cloud Computing Concepts, Part 1","4.5",0,1,0,0,"['Computer Science', 'Algorithms']"
"The Horse Course: Introduction to Basic Care and Management","4.9",1,0,0,0,"['Health', 'Animal Health']"
"Manufacturing Process with Autodesk Fusion 360","4.5",0,0,0,1,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Fitting Statistical Models to Data with Python","4.4",0,0,1,0,"['Data Science', 'Probability and Statistics']"
"Introduction to iOS App Development with Swift 5","4.6",0,0,1,0,"['Computer Science', 'Software Development']"
"Gestão para a Aprendizagem: Módulo Gestão Estratégica","4.7",1,0,0,0,"['Social Sciences', 'Education']"
"Relational database systems","4",0,0,1,0,"['Data Science', 'Data Analysis']"
"Responsive Web Design","4.6",1,0,0,0,"['Computer Science', 'Mobile and Web Development']"
"Accounting for Decision Making","4.8",0,0,1,0,"['Business', 'Finance']"
"Welcome to Game Theory","4.7",0,1,0,0,"['Social Sciences', 'Economics']"
"Inglés Empresarial: Proyecto Final","4.5",1,0,0,0,"['Language Learning', 'Learning English']"
"High Level Biocontainment for Healthcare Facilities","4.6",0,0,1,0,"['Health', 'Public Health']"
"Security and Privacy for Big Data - Part 1","4.7",0,1,0,0,"['Information Technology', 'Security']"
"Databases and SQL for Data Science","4.7",0,1,0,0,"['Data Science', 'Data Analysis']"
"The Sun and the Total Eclipse of August 2017","4.6",0,1,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Chinese for HSK 6","None",0,0,0,1,"['Language Learning', 'Other Languages']"
"Business Analytics and Digital Media","4.2",0,1,0,0,"['Data Science', 'Data Analysis']"
"Анализ данных: финальный проект","4.7",0,0,0,1,"['Data Science', 'Data Analysis']"
"Introduction to Reproduction","4.6",1,0,0,0,"['Health', 'Basic Science']"
"Reliable Cloud Infrastructure: Design and Process em Português Brasileiro","5",0,0,1,0,"['Information Technology', 'Cloud Computing']"
"Content Strategy for Professionals: Managing Content","4.6",1,0,0,0,"['Business', 'Marketing']"
"Advanced Grammar & Punctuation Project","4.3",0,0,0,1,"['Language Learning', 'Learning English']"
"Health Care Delivery in Healthcare Organizations","4.6",0,1,0,0,"['Health', 'Healthcare Management']"
"Foundations of Teaching for Learning Capstone: The Reflective Practitioner","4.3",1,0,0,0,"['Social Sciences', 'Education']"
"Marketing: Customer Needs and Wants","4.4",1,0,0,0,"['Business', 'Business Strategy']"
"Modern Robotics, Course 2:  Robot Kinematics","4.9",0,0,1,0,"['Physical Science and Engineering', 'Mechanical Engineering']"
"Corrección, estilo y  variaciones de la lengua española","4.6",0,1,0,0,"['Language Learning', 'Other Languages']"
"Introduction to Operations Management","4.5",1,0,0,0,"['Business', 'Leadership and Management']"
"Desarrollo de Aplicaciones Web: Conceptos Básicos","4.5",1,0,0,0,"['Computer Science', 'Mobile and Web Development']"
"High Performance Collaboration: Leadership, Teamwork, and Negotiation","4.8",1,0,0,0,"['Business', 'Leadership and Management']"
"Industrial IoT on Google Cloud Platform","4.6",0,1,0,0,"['Computer Science', 'Software Development']"
"Cultural and creative industries","4.2",1,0,0,0,"['Arts and Humanities', 'History']"
"Introduction to Corporate Finance","4.6",1,0,0,0,"['Business', 'Finance']"
"Cryptography: Boolean functions and related problems","None",0,0,0,1,"['Information Technology', 'Security']"
"Introducción al estudio de los bienes comunes","4.8",0,1,0,0,"['Social Sciences', 'Governance and Society']"
"Corporate Strategy","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"Moralities of Everyday Life","4.8",1,0,0,0,"['Health', 'Psychology']"
"Digital Transformation","4.8",0,1,0,0,"['Business', 'Leadership and Management']"
"Confronting The Big Questions: Highlights of Modern Astronomy","4.6",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"L'impact investing : innover","4.6",1,0,0,0,"['Business', 'Entrepreneurship']"
"Global sustainability and corporate social responsibility: Be sustainable","4.8",0,1,0,0,"['Business', 'Business Strategy']"
"Liderazgo Instruccional: Perspectiva Global y Prácticas Locales","4.7",1,0,0,0,"['Personal Development', 'Personal Development']"
"The fundamentals of hotel distribution","4.7",1,0,0,0,"['Business', 'Business Strategy']"
"Training and Learning Programs for Volunteer Community Health Workers","4.9",0,1,0,0,"['Health', 'Public Health']"
"Teaching Popular Music in the Classroom","None",0,0,1,0,"['Social Sciences', 'Education']"
"The Cycle: Management of Successful Arts and Cultural Organizations","4.8",0,1,0,0,"['Arts and Humanities', 'Music and Art']"
"Feature Engineering","4.5",0,0,1,0,"['Data Science', 'Machine Learning']"
"Inequality and Democracy","None",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Discrete Math and Analyzing Social Graphs","4.8",1,0,0,0,"['Math and Logic', 'Math and Logic']"
"Emergent Phenomena in Science and Everyday Life","4.3",1,0,0,0,"['Physical Science and Engineering', 'Physics and Astronomy']"
"Requirements Specifications: Goals and Conflict Analysis","4.5",0,1,0,0,"['Computer Science', 'Software Development']"
"Портфельные инвестиции: активные и пассивные стратегии","4.6",1,0,0,0,"['Business', 'Finance']"
"Foundations of Public Health Practice: Health Protection","None",0,0,0,1,"['Health', 'Public Health']"
"Документы и презентации в LaTeX (Introduction to LaTeX)","4.8",1,0,0,0,"['Computer Science', 'Design and Product']"
"Green Business Strategy","4.5",0,1,0,0,"['Business', 'Business Strategy']"
"Networking and Security Architecture with VMware NSX","4.8",0,0,1,0,"['Information Technology', 'Networking']"
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python","4.8",0,0,1,0,"['Physical Science and Engineering', 'Research Methods']"
"Pharmaceutical and Medical Device Innovations","4.4",0,1,0,0,"['Business', 'Finance']"
"Production Machine Learning Systems","4.6",0,0,0,1,"['Data Science', 'Machine Learning']"
"Modeling Risk and Realities","4.6",1,0,0,0,"['Business', 'Business Essentials']"
"Data Processing and Feature Engineering with MATLAB","None",0,0,1,0,"['Data Science', 'Data Analysis']"
"Planification et Design de Systèmes et Technologies d’Assainissement","4.7",0,0,1,0,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Intellectual Humility: Science","4.7",0,1,0,0,"['Arts and Humanities', 'Philosophy']"
"Software Design Methods and Tools","4.8",0,0,1,0,"['Computer Science', 'Software Development']"
"Data Processing Using Python","4.4",0,1,0,0,"['Computer Science', 'Software Development']"
"How Entrepreneurs in Emerging Markets can master the Blockchain Technology","4.7",0,1,0,0,"['Business', 'Finance']"
"Achieving Advanced Insights with BigQuery 日本語版","None",0,1,0,0,"['Information Technology', 'Data Management']"
"Management and financial accounting: Know your numbers 1","4.5",0,1,0,0,"['Business', 'Business Essentials']"
"Simulation, Algorithm Analysis, and Pointers","None",0,1,0,0,"['Computer Science', 'Software Development']"
"Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform 日本語版","4.8",0,0,1,0,"['Data Science', 'Data Analysis']"
